name,link,monWT,tueWT,wedWT,thuWT,friWT,satWT,sunWT,avgBill,rating,rateAmount,adress,distMetro,metro,photoAmount,menuPositions,reviewsAmount
Conversation,https://yandex.ru/maps/org/conversation/1164337332/,08:00–00:00,08:00–00:00,08:00–00:00,08:00–00:00,08:00–00:00,08:00–00:00,08:00–00:00,1500-1600,4.7,3388,"Большая Никитская ул., 23/14/9, Москва",720,Арбатская,63,18,1435
Coperto,https://yandex.ru/maps/org/coperto/108709459965/,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,2000-2500,4.4,622,"Покровский бул., 5, Москва",910,Курская,112,48,281
Corner Cafe&Kitchen,https://yandex.ru/maps/org/corner_cafe_kitchen/104142921758/,12:00–23:00,12:00–23:00,12:00–23:00,12:00–23:00,12:00–00:00,12:00–00:00,12:00–23:00,1000-1500,4.8,1661,"Композиторская ул., 17, Москва",550,Смоленская,308,164,1120
Corner Cafe&Kitchen,https://yandex.com/maps/org/corner_cafe_kitchen/151536216990/,12:00–23:00,12:00–23:00,12:00–23:00,12:00–23:00,12:00–23:00,12:00–23:00,12:00–23:00,1700-1700,4.6,1440,"Новодмитровская ул., 2, корп. 4, Москва",920,Дмитровская,302,156,1104
Correa's,https://yandex.ru/maps/org/correa_s/1089244104/,08:00–23:00,08:00–23:00,08:00–23:00,08:00–23:00,08:00–23:00,09:00–23:00,09:00–23:00,1000-1200,4.5,1111,"Большая Грузинская ул., 32-34с3, Москва",910,Баррикадная,122,92,502
Куршевель,https://yandex.com/maps/org/courchevel/1019799556/,21:00–06:00,21:00–06:00,21:00–06:00,21:00–06:00,21:00–06:00,21:00–06:00,21:00–06:00,,4.6,643,"ул. Кузнецкий Мост, 7, Москва",450,Театральная,158,3,225
Crazy Brothers,https://yandex.ru/maps/org/crazy_brothers/101542783411/,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,10:00–00:00,10:00–00:00,10:00–23:00,1000-1500,4.8,555,"просп. Героев, 5, микрорайон Железнодорожный, Балашиха",,,275,364,418
Crazy Brothers,https://yandex.ru/maps/org/crazy_brothers/147909997480/,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–23:00,10:00–23:00,10:00–22:00,1000-1550,5.0,783,"Парковая ул., 9, Балашиха",,,135,310,550
Crazy Hunter,https://yandex.ru/maps/org/crazy_hunter/60262594026/,07:30–23:00,07:30–23:00,07:30–23:00,07:30–23:00,07:30–23:00,07:30–23:00,07:30–23:00,800-1200,4.2,177,"ул. Доватора, 8, Москва",234,Спортивная,93,28,62
Cream Soda,https://yandex.ru/maps/org/cream_soda/116589370357/,08:00–23:00,08:00–23:00,08:00–23:00,08:00–23:00,08:00–23:00,09:00–23:00,09:00–23:00,1000,4.7,2165,"Мясницкая ул., 15, Москва",289,Тургеневская,292,113,1206
Кулинарная лавка братьев Караваевых,https://yandex.com/maps/org/culinary_shop_of_the_karavaev_brothers/1346777533/,08:00–23:00,08:00–23:00,08:00–23:00,08:00–23:00,08:00–23:00,08:00–23:00,08:00–23:00,700-750,4.5,2275,"ул. Солянка, 4, стр. 4, Москва",155,Китай-город,148,171,1021
Кулинарная лавка братьев Караваевых,https://yandex.com/maps/org/culinary_shop_of_the_karavaev_brothers/136736025026/,08:00–23:00,08:00–23:00,08:00–23:00,08:00–23:00,08:00–23:00,08:00–23:00,08:00–23:00,,4.6,470,"Щербаковская ул., 3, Москва",330,Семёновская,55,152,270
Кулинарная лавка братьев Караваевых,https://yandex.com/maps/org/culinary_shop_of_the_karavaev_brothers/149256759337/,08:00–23:00,08:00–23:00,08:00–23:00,08:00–23:00,08:00–23:00,08:00–23:00,08:00–23:00,700-750,4.4,573,"Бутырская ул., 4, Москва",138,Савёловская,101,150,343
Кулинарная лавка братьев Караваевых,https://yandex.com/maps/org/culinary_shop_of_the_karavaev_brothers/198970210882/,08:00–23:00,08:00–23:00,08:00–23:00,08:00–23:00,08:00–23:00,08:00–23:00,08:00–23:00,700-750,4.5,623,"Авиамоторная ул., 10, корп. 1, Москва",17,Авиамоторная,94,131,352
Кулинарная лавка братьев Караваевых,https://yandex.com/maps/org/culinary_shop_of_the_karavaev_brothers/90077402105/,08:00–23:00,08:00–23:00,08:00–23:00,08:00–23:00,08:00–23:00,08:00–23:00,08:00–23:00,700-750,4.6,2699,"Ленинградский просп., 72, корп. 1, Москва",370,Сокол,66,171,1110
Кулинарная лавка братьев Караваевых,https://yandex.com/maps/org/culinary_shop_of_the_karavaev_brothers/98910519923/,08:00–23:00,08:00–23:00,08:00–23:00,08:00–23:00,08:00–23:00,08:00–23:00,08:00–23:00,700-750,4.7,875,"Зелёный просп., 22, Москва",108,Перово,105,166,488
Curry,https://yandex.ru/maps/org/curry/168141038374/,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,450-3000,4.9,383,"Большая Серпуховская ул., 8/7с2, Москва",172,Добрынинская,163,100,256
Curry,https://yandex.ru/maps/org/curry/37400743598/,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,450-700,4.6,388,"ул. Красная Пресня, 29, Москва",261,Улица 1905 года,167,99,252
Cutfish Bistro,https://yandex.ru/maps/org/cutfish_bistro/1703655383/,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,1500-5000,4.7,866,"Большой Козихинский пер., 17, стр. 1, Москва",710,Пушкинская,142,150,306
Cvc Китайская кухня,https://yandex.com/maps/org/cvc/161280944640/,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,,4.1,74,"Манежная площадь, 1, стр. 2, Москва",64,Охотный Ряд,78,18,55
Cvc,https://yandex.ru/maps/org/cvc/239295739548/,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,500-1000,4.9,1690,"Чистопрудный бул., 10, стр. 1, Москва",400,Чистые пруды,525,124,1238
Cvc,https://yandex.com/maps/org/cvc_chinese_cuisine/239295739548/,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,500-1000,4.9,1690,"Чистопрудный бул., 10, стр. 1, Москва",400,Чистые пруды,525,124,1238
Да Чикко,https://yandex.ru/maps/org/da_chikko/1076870710/,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,11:00–23:00,11:00–23:00,1800-2500,4.5,1944,"ул. Кржижановского, 12, Москва",293,Профсоюзная,300,77,1128
Да Чикко,https://yandex.com/maps/org/da_cicco/1076870710/,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,11:00–23:00,11:00–23:00,1800-2500,4.5,1944,"ул. Кржижановского, 12, Москва",293,Профсоюзная,300,77,1128
Даблби,https://yandex.ru/maps/org/dablbi/1670445541/,08:00–22:00,08:00–22:00,08:00–22:00,08:00–22:00,08:00–22:00,09:00–22:00,09:00–22:00,250-500,4.6,474,"4-я Тверская-Ямская ул., 27, Москва",330,Маяковская,51,36,195
Даблби,https://yandex.ru/maps/org/dablbi/69277310865/,08:30–21:00,08:30–21:00,08:30–21:00,08:30–21:00,08:30–21:00,10:00–22:00,10:00–22:00,,4.9,479,"Берсеневская наб., 8, стр. 1, Москва",960,Кропоткинская,104,34,302
Dacha,https://yandex.ru/maps/org/dacha/146660481619/,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–02:00,12:00–02:00,12:00–00:00,3000-3000,4.9,2767,"ул. Новый Арбат, 28, Москва",650,Смоленская,216,60,1241
Dacha,https://yandex.com/maps/org/dacha/60462302103/,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–00:00,11:00–00:00,11:00–23:00,1500-2300,5.0,2376,"Егорьевское ш., 3В, стр. 4, п. г. т. Малаховка",,,378,114,1102
Daddy's Cafe,https://yandex.ru/maps/org/daddy_s_cafe/1505234064/,07:00–23:00,07:00–23:00,07:00–23:00,07:00–23:00,07:00–23:00,08:00–23:00,08:00–23:00,500,4.8,492,"ул. Некрасова, 1А, Балашиха",,,122,35,244
Дагестанская лавка,https://yandex.ru/maps/org/dagestanskaya_lavka/1725283217/,09:00–21:00,09:00–21:00,09:00–21:00,09:00–21:00,09:00–21:00,09:00–21:00,09:00–21:00,300-400,4.5,331,"Мытная ул., 74, Москва",410,Тульская,106,108,184
Танцы food&people,https://yandex.com/maps/org/dances_food_people/20028346313/,14:00–00:00,14:00–00:00,14:00–00:00,14:00–00:00,14:00–04:00,14:00–04:00,14:00–00:00,3000-3000,4.8,3729,"Пречистенская наб., 15, стр. 2, Москва",890,Парк культуры,259,23,1578
Danell’o Pizza,https://yandex.ru/maps/org/danell_o_pizza/77279056600/,08:00–22:00,08:00–22:00,08:00–22:00,08:00–22:00,08:00–22:00,09:00–21:00,Выходной,,4.2,182,"Смирновская ул., 19, Москва",1,Нижегородская,40,негры,93
Даниловский,https://yandex.ru/maps/org/danilovskiy/1190034555/,12:00–22:00,12:00–22:00,12:00–22:00,12:00–22:00,12:00–22:00,12:00–22:00,12:00–22:00,1500-1500,4.4,320,"Большой Староданиловский пер., 5, Москва",530,Тульская,92,224,125
Даниловский рынок,https://yandex.com/maps/org/danilovsky_market/1153774129/,08:00–21:00,08:00–21:00,08:00–21:00,08:00–21:00,08:00–21:00,08:00–21:00,08:00–21:00,,5.0,46293,"Мытная ул., 74, Москва",410,Тульская,507,негры,15479
Данко,https://yandex.ru/maps/org/danko/103330355730/,08:00–22:00,08:00–22:00,08:00–22:00,08:00–22:00,08:00–22:00,08:00–22:00,08:00–22:00,200-400,5.0,71,"12-я Парковая ул., 11, Москва",880,Первомайская,86,0,63
Dante,https://yandex.ru/maps/org/dante/44109705275/,11:00–00:00,11:00–00:00,11:00–00:00,11:00–00:00,11:00–02:00,11:00–02:00,11:00–00:00,2000,4.7,2497,"ул. Кузнецкий Мост, 3, стр. 2, Москва",430,Охотный Ряд,505,58,1343
Дарбази,https://yandex.com/maps/org/darbazi/1066142493/,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,1500-2500,4.9,4721,"Николоямская ул., 16/2с7, Москва",820,Таганская,317,26,2043
Дастархан,https://yandex.com/maps/org/dastarkhan/179260975681/,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,,4.8,485,"бул. Маршала Рокоссовского, 36/1, Москва",1,Бульвар Рокоссовского,52,57,218
Davidoff,https://yandex.com/maps/org/davidoff/243289398296/,11:00–00:00,11:00–00:00,11:00–00:00,11:00–00:00,11:00–00:00,11:00–00:00,11:00–00:00,2000-2000,4.9,510,"Малая Бронная ул., 24, стр. 1, Москва",760,Пушкинская,28,негры,165
De Bassus,https://yandex.com/maps/org/de_bassus/1092172393/,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–02:00,12:00–02:00,12:00–00:00,1500-2500,4.7,4874,"Ярославское ш., 111, Москва",3,Бабушкинская,201,135,2076
DeJure,https://yandex.ru/maps/org/dejure/119142470204/,08:00–22:00,08:00–22:00,08:00–22:00,08:00–22:00,08:00–22:00,08:00–22:00,10:00–22:00,200-350,5.0,408,"Открытое ш., 2, корп. 9А, Москва",980,Бульвар Рокоссовского,73,61,292
Дель Арте,https://yandex.ru/maps/org/del_arte/98511050475/,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,1600-1600,4.7,833,"Большой Толмачёвский пер., 4, стр. 1, Москва",217,Третьяковская,433,26,566
DeLaura,https://yandex.ru/maps/org/delaura/10351496096/,12:00–23:00,12:00–23:00,12:00–23:00,12:00–23:00,12:00–00:00,12:00–00:00,12:00–23:00,1000-1500,4.9,521,"ул. Покровка, 6, Москва",670,Китай-город,355,61,375
Delhi 6,https://yandex.ru/maps/org/delhi_6/104501451774/,12:00–23:00,12:00–23:00,12:00–23:00,12:00–23:00,12:00–23:00,12:00–23:00,12:00–23:00,,5.0,201,"Киевская ул., 2, Москва",120,Киевская,168,0,160
Delicatessen,https://yandex.ru/maps/org/delicatessen/1055916386/,Выходной,12:00–00:00,12:00–00:00,12:00–00:00,12:00–02:00,12:00–02:00,Выходной,,4.9,3200,"Садовая-Каретная ул., 20, стр. 2, Москва",840,Цветной бульвар,437,7,1431
Деликадесса,https://yandex.ru/maps/org/delikadessa/157954393428/,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,1800-2900,4.4,396,"Котельническая наб., 1/15кА, Москва",970,Таганская,312,38,238
Делимарше,https://yandex.ru/maps/org/delimarshe/24905702962/,09:00–21:00,09:00–21:00,09:00–21:00,09:00–21:00,09:00–21:00,09:00–21:00,09:00–21:00,500-1500,4.4,957,"ул. Сергея Макеева, 13, Москва",800,Улица 1905 года,199,109,448
Delirium Tremens,https://yandex.com/maps/org/delirium_tremens_pub/159032195322/,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,,4.7,2144,"Бутырская ул., 75, Москва",510,Дмитровская,181,128,992
Delivery-Oyster,https://yandex.ru/maps/org/delivery_oyster/53251543098/,09:00–21:00,09:00–21:00,09:00–21:00,09:00–21:00,09:00–21:00,09:00–21:00,09:00–21:00,,4.7,39,"Дубининская ул., 27, стр. 4, Москва",920,Павелецкая,49,47,22
Demokrat Bar&Kitchen,https://yandex.ru/maps/org/demokrat_bar_kitchen/59684953269/,Круглосуточно,Круглосуточно,Круглосуточно,Круглосуточно,Круглосуточно,Круглосуточно,Круглосуточно,300-1000,4.3,728,"Лесная ул., 20, стр. 2, Москва",580,Белорусская,217,0,393
Депо,https://yandex.ru/maps/org/depo/13156405625/,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,10:00–02:00,10:00–02:00,10:00–23:00,,5.0,68494,"Лесная ул., 20, стр. 3, Москва",450,Менделеевская,527,1,23390
Derby,https://yandex.ru/maps/org/derby/1265515636/,13:00–01:00,13:00–01:00,13:00–01:00,13:00–01:00,13:00–02:00,13:00–02:00,13:00–01:00,,5.0,932,"ул. Жилгородок, 43Б, микрорайон Ольгино, Балашиха",,,218,50,420
Detilapshi,https://yandex.ru/maps/org/detilapshi/1699054735/,08:30–19:00,08:30–19:00,08:30–19:00,08:30–19:00,08:30–19:00,12:00–20:00,12:00–20:00,500-700,4.9,1260,"Дербеневская наб., 7, стр. 22, Москва",1,Павелецкая,303,20,816
Девять драконов,https://yandex.com/maps/org/devyat_drakonov/55767618757/,12:00–23:00,12:00–23:00,12:00–23:00,12:00–23:00,12:00–23:00,12:00–23:00,12:00–23:00,1500-2000,4.3,47,"Белореченская ул., 14, Москва",610,Люблино,94,негры,32
Di An,https://yandex.com/maps/org/di_an/86794318724/,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,350-700,5.0,196,"ул. Нижняя Масловка, 10, Москва",530,Савёловская,80,38,181
Di An Pho,https://yandex.com/maps/org/di_an_pho/218341737196/,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,400-600,4.6,362,"Севастопольский просп., 11Е, Москва",370,Крымская,167,51,257
